row_id,S_at_h,ChurnRisk_at_h,RiskSegment,ValueMetric,ValueSegment,NextBestAction,HoldoutControl,RevProxy,ActionCost,ExpectedBenefit_placeholder
719,0.00010180709635563472,0.9998981929036443,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1752,0.00012380968051603464,0.9998761903194839,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2380,0.0001248921925835275,0.9998751078074165,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
590,0.0003279135090148182,0.9996720864909852,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
470,0.00038526750718907704,0.999614732492811,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1647,0.00040341913952316464,0.9995965808604769,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1493,0.0004242020351751979,0.9995757979648248,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1339,0.00048125532539431966,0.9995187446746057,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1602,0.0006251033425799227,0.9993748966574201,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
297,0.0006312456825427876,0.9993687543174572,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
144,0.0009398999963300327,0.99906010000367,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
619,0.000958463618736478,0.9990415363812635,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
5296,0.000990786143195133,0.9990092138568049,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
6676,0.0010629525077386777,0.9989370474922613,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
655,0.0010717629213831297,0.9989282370786169,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
227,0.001226047563888129,0.9987739524361119,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
810,0.0012640171675246637,0.9987359828324753,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
796,0.0012938096804179164,0.9987061903195821,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
406,0.0013842877661191689,0.9986157122338808,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
47,0.0014780416912386941,0.9985219583087613,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
6048,0.0017498886427588516,0.9982501113572412,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
98,0.0018495886389022533,0.9981504113610977,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
477,0.0018690139225150705,0.998130986077485,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3556,0.0018690139225150705,0.998130986077485,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4826,0.001994894699527181,0.9980051053004728,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
489,0.001994894699527181,0.9980051053004728,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2005,0.001994894699527181,0.9980051053004728,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
5590,0.001994894699527181,0.9980051053004728,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
553,0.0020042008172562287,0.9979957991827437,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
875,0.0020672182689984763,0.9979327817310015,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1609,0.0022786816817448696,0.9977213183182552,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3635,0.0022786816817448696,0.9977213183182552,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
349,0.002370548612553161,0.9976294513874469,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4772,0.0028693284798178968,0.9971306715201821,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1194,0.004405106468864129,0.9955948935311358,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
3829,0.004491122026613421,0.9955088779733866,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
4605,0.005150713818003422,0.9948492861819965,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1164,0.006827265525191334,0.9931727344748087,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3956,0.00718224615657051,0.9928177538434295,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1409,0.00741303030045842,0.9925869696995416,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2287,0.007649058231220069,0.9923509417687799,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
5607,0.0076927978126579855,0.992307202187342,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
931,0.007791945418371847,0.9922080545816282,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1698,0.007791945418371847,0.9922080545816282,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
834,0.007953870314151752,0.9920461296858483,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
452,0.008274590869485423,0.9917254091305145,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
530,0.008314855994816078,0.9916851440051839,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
6997,0.009186946961404145,0.9908130530385959,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2149,0.010174093630336183,0.9898259063696638,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1829,0.010289687939685582,0.9897103120603145,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
762,0.01043947045223643,0.9895605295477635,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
194,0.011807665493045485,0.9881923345069545,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1323,0.01233691563949437,0.9876630843605056,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
2265,0.01290051671198723,0.9870994832880128,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3246,0.014085589091372884,0.9859144109086271,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1719,0.0141320470757515,0.9858679529242484,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
7022,0.014369136379845597,0.9856308636201544,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
365,0.014930682421374455,0.9850693175786256,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
6028,0.015002346846658202,0.9849976531533418,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
284,0.016953418385456175,0.9830465816145438,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
617,0.02097925144448239,0.9790207485555176,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1212,0.021030018670614013,0.978969981329386,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
89,0.028939936068780165,0.9710600639312198,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
570,0.031114446678878215,0.9688855533211218,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4637,0.03249459023283262,0.9675054097671674,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
129,0.0352139233370341,0.9647860766629659,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1682,0.036991287399085464,0.9630087126009146,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
881,0.03765452511526081,0.9623454748847392,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
6343,0.04171623702050973,0.9582837629794903,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
492,0.042673517423086574,0.9573264825769134,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
713,0.0439749812646455,0.9560250187353545,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4198,0.044165323462716934,0.955834676537283,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
418,0.04463694468328654,0.9553630553167135,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1262,0.044850346922736234,0.9551496530772637,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2934,0.04908850163157475,0.9509114983684253,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
571,0.05184117969286618,0.9481588203071338,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
462,0.05370684717109637,0.9462931528289036,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1198,0.05458482479874067,0.9454151752012593,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2198,0.06124410545306002,0.93875589454694,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1611,0.07739736146669131,0.9226026385333087,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3185,0.07793666475670834,0.9220633352432916,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1657,0.07838389596603317,0.9216161040339669,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1272,0.08131563279555336,0.9186843672044467,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1106,0.08195149034126013,0.9180485096587399,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
161,0.08250184118156291,0.9174981588184371,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3676,0.08285126328458127,0.9171487367154187,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
731,0.083002181974511,0.916997818025489,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
124,0.08437919880032965,0.9156208011996704,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1776,0.08680430689097847,0.9131956931090215,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4620,0.09262941376532767,0.9073705862346724,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1674,0.09325278171525066,0.9067472182847494,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
44,0.09587797273522455,0.9041220272647754,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
6550,0.09895478046690592,0.901045219533094,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
5935,0.09944242148636113,0.9005575785136388,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1237,0.10425174875207083,0.8957482512479291,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3180,0.11189589815283559,0.8881041018471644,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1715,0.1150350161569085,0.8849649838430915,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1225,0.11831742938466457,0.8816825706153354,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
6510,0.11988044000781564,0.8801195599921844,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
33,0.12023937386396236,0.8797606261360377,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1730,0.13454717696005206,0.865452823039948,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
446,0.1414596797654497,0.8585403202345503,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1459,0.14380837230478227,0.8561916276952177,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
795,0.1504407761440873,0.8495592238559126,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
5653,0.15597726144676327,0.8440227385532367,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
978,0.15985167609646006,0.8401483239035399,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
4730,0.1608406886027328,0.8391593113972672,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
482,0.1609461672019808,0.8390538327980193,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1542,0.16178238722760094,0.838217612772399,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
879,0.168250491458019,0.831749508541981,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1248,0.16962055737984946,0.8303794426201505,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4516,0.17874622555269595,0.8212537744473041,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1481,0.17927039413049725,0.8207296058695027,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
193,0.18520706204425627,0.8147929379557437,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2994,0.18803058451833612,0.8119694154816639,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
840,0.19082692475793542,0.8091730752420646,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
6845,0.1922341967939457,0.8077658032060543,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4932,0.1922341967939457,0.8077658032060543,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
240,0.19651767510238727,0.8034823248976127,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1337,0.20233697096914582,0.7976630290308542,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
988,0.21132724981050474,0.7886727501894952,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
5652,0.21140397101012895,0.788596028989871,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2567,0.21396639343086962,0.7860336065691303,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
606,0.21479351382474174,0.7852064861752582,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2797,0.21777412643992053,0.7822258735600794,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2792,0.21799787720883768,0.7820021227911623,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4250,0.2188723858918744,0.7811276141081256,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4998,0.21889283916572025,0.7811071608342798,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
961,0.22142343757608096,0.778576562423919,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1220,0.22205754682556778,0.7779424531744322,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
825,0.22229908612446797,0.777700913875532,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
1070,0.22229908612446797,0.777700913875532,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
6064,0.22229908612446797,0.777700913875532,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1967,0.22229908612446797,0.777700913875532,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1270,0.22475885989022826,0.7752411401097717,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
399,0.2274489351355988,0.7725510648644012,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
2274,0.22809238923478942,0.7719076107652105,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3141,0.23106208755649293,0.7689379124435071,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4470,0.2323825256520566,0.7676174743479434,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4881,0.2355524080101951,0.7644475919898048,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
236,0.2388705598797889,0.7611294401202111,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3126,0.24016964133693153,0.7598303586630685,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1546,0.24041859471134722,0.7595814052886528,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4510,0.24439540683908612,0.7556045931609139,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
844,0.2528836947979306,0.7471163052020694,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3435,0.25396996383576637,0.7460300361642336,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
63,0.25591982896181276,0.7440801710381872,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
7,0.2575326890519059,0.7424673109480942,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1170,0.2594238929542832,0.7405761070457169,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
6165,0.2623407870468736,0.7376592129531264,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
280,0.26597415096584304,0.7340258490341569,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
145,0.26835850773653547,0.7316414922634645,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4318,0.2711674369925778,0.7288325630074222,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1235,0.2711674369925778,0.7288325630074222,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1848,0.27422329540742846,0.7257767045925716,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
4700,0.279246353625412,0.720753646374588,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
3872,0.28238393745011586,0.7176160625498842,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
985,0.28268601446793934,0.7173139855320607,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1279,0.2848647400841712,0.7151352599158288,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
5144,0.2878994965081812,0.7121005034918189,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
717,0.28794579473286236,0.7120542052671377,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
3932,0.28796097025118983,0.7120390297488102,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
1689,0.2888384179299364,0.7111615820700636,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
490,0.29071123078468747,0.7092887692153125,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),True,0.05,35.0,0.0
3701,0.2983584859413229,0.7016415140586771,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
915,0.29907718383431553,0.7009228161656844,High,1.0,High,High-Touch Intervention (Sr. AM outreach + significant offer),False,0.05,35.0,0.0
